MOF,MOFid,CO2_capacity_001,CO2_capacity_005,CO2_capacity_01,CO2_capacity_05,CO2_capacity_25,metal_node,organic_linker
hMOF-6002600,N#CC1C(C#N)C2(C#CC(=O)[O-])C3C4C1(C#CC(=O)[O-])C(C2(C#N)[C]N1[C]3[N]1)[C]N1[C]4[N]1.N#Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(cc1)C#N.[O].[V] MOFid-v1.rna.cat0;6002600,0.633086,1.38103,1.76091,2.52384,3.22596,[V],"['N#CC1C(C#N)C2(C#CC(=O)[O-])C3C4C1(C#CC(=O)[O-])C(C2(C#N)[C]N1[C]3[N]1)[C]N1[C]4[N]1', 'N#Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(cc1)C#N', '[O]']"
hMOF-6002281,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C12CCC(C(C1N)N)(C(C2N)(N)N)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002281,0.00840408,0.053963,0.0999643,0.591161,3.24574,[V],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C12CCC(C(C1N)N)(C(C2N)(N)N)C(=O)[O-]', '[O]']"
hMOF-1002924,Brc1cc(cc(c1c1ccc(cc1)C(=O)[O-])Br)c1cc(Br)c(cc1Br)C(=O)[O-].[O-]C(=O)C1=[C]c2c(C(=C1)Br)ccc1c2cc(Br)c2c1[C]=C(C(=C2)Br)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.224482,0.798997,1.32519,2.49084,4.76117,[V],"['Brc1cc(cc(c1c1ccc(cc1)C(=O)[O-])Br)c1cc(Br)c(cc1Br)C(=O)[O-]', '[O-]C(=O)C1=[C]c2c(C(=C1)Br)ccc1c2cc(Br)c2c1[C]=C(C(=C2)Br)C(=O)[O-]', '[O]']"
hMOF-1002474,CCCOc1cc2cc(C(=O)[O-])c(cc2cc1[C][O])OCCC.[O].[O-]C(=O)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,1.56547,1.8577,2.0295,2.42494,2.84008,[V],"['CCCOc1cc2cc(C(=O)[O-])c(cc2cc1[C][O])OCCC', '[O]', '[O-]C(=O)C(=O)[O-]', '[O]']"
hMOF-1001084,[O-]C(=O)C=CC=C(C(=O)[O-])Br.[O-]C(=O)c1ccc(c(c1)Br)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0331447,0.158381,0.286975,1.89659,5.02164,[V],"['[O-]C(=O)C=CC=C(C(=O)[O-])Br', '[O-]C(=O)c1ccc(c(c1)Br)C(=O)[O-]', '[O]']"
hMOF-6003218,N#CC12C3C4C1(C#CC(=O)[O-])C1(C2(C3(C41C#N)C#CC(=O)[O-])C#N)C#N.N#Cc1cc(ccc1C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003218,0.0308151,0.169199,0.346906,1.65267,6.01518,[V],"['N#CC12C3C4C1(C#CC(=O)[O-])C1(C2(C3(C41C#N)C#CC(=O)[O-])C#N)C#N', 'N#Cc1cc(ccc1C(=O)[O-])C(=O)[O-]', '[O]']"
hMOF-1001101,COC(=C(C(=O)[O-])OC)C=CC(=O)[O-].COc1cc(C(=O)[O-])c(cc1C(=O)[O-])OC.[O].[V] MOFid-v1.rna.cat0,0.0472508,0.223714,0.451682,1.94445,4.38828,[V],"['COC(=C(C(=O)[O-])OC)C=CC(=O)[O-]', 'COc1cc(C(=O)[O-])c(cc1C(=O)[O-])OC', '[O]']"
hMOF-6003856,Clc1cc(ccc1[C]=C(c1ccc(c(c1Cl)Cl)C(=O)[O-])Cl)C(=O)[O-].[O-]C(=O)C1=C(Cl)C=C([C]=C1)C=[C]c1ccc(c(c1Cl)Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003856,0.0425407,0.232614,0.407229,2.32082,8.60139,[V],"['Clc1cc(ccc1[C]=C(c1ccc(c(c1Cl)Cl)C(=O)[O-])Cl)C(=O)[O-]', '[O-]C(=O)C1=C(Cl)C=C([C]=C1)C=[C]c1ccc(c(c1Cl)Cl)C(=O)[O-]', '[O]']"
hMOF-1002922,BrC1=[C]C2=c3cc(C(=O)[O-])c(c(c3=C[C]=C2c2c1c(Br)c(Br)c(c2)C(=O)[O-])Br)Br.Brc1cc(ccc1c1cc(Br)c(c(c1Br)Br)c1ccc(c(c1Br)Br)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.239166,0.842563,1.16888,2.46812,4.7049,[V],"['BrC1=[C]C2=c3cc(C(=O)[O-])c(c(c3=C[C]=C2c2c1c(Br)c(Br)c(c2)C(=O)[O-])Br)Br', 'Brc1cc(ccc1c1cc(Br)c(c(c1Br)Br)c1ccc(c(c1Br)Br)C(=O)[O-])C(=O)[O-]', '[O]']"
hMOF-1002581,[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.80504,1.97745,2.44822,4.24707,6.64202,[V],"['[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]', '[O]']"
hMOF-1001091,N[NH2][C](C(=C[C]C(=O)[O-])N)C(=O)[O-].[O-]C(=O)c1cc(N)c(cc1N)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0426308,0.241412,0.537635,2.72569,6.38438,[V],"['N[NH2][C](C(=C[C]C(=O)[O-])N)C(=O)[O-]', '[O-]C(=O)c1cc(N)c(cc1N)C(=O)[O-]', '[O]']"
hMOF-6003523,CCC12C3C4C2(C2(C1C3(C42)C#CC(=O)[O-])CC)C#CC(=O)[O-].CCc1c(CC)c2c(C(=O)[O-])c(CC)ccc2c2c1ccc(c2)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003523,0.940351,2.10847,2.79514,4.84759,8.2869,[V],"['CCC12C3C4C2(C2(C1C3(C42)C#CC(=O)[O-])CC)C#CC(=O)[O-]', 'CCc1c(CC)c2c(C(=O)[O-])c(CC)ccc2c2c1ccc(c2)C(=O)[O-]', '[O]']"
hMOF-6001681,CC(=CC#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C=CC(=C(C(=O)[O-])C)C.[O].[V] MOFid-v1.rna.cat0;6001681,0.0169925,0.0883612,0.157638,0.879952,5.50924,[V],"['CC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C=CC(=C(C(=O)[O-])C)C', '[O]']"
hMOF-1001031,CCOc1cc(ccc1N=Nc1ccc(c(c1)OCC)C(=O)[O-])C(=O)[O-].[O-]C(=O)C(=CC(=O)[O-])OCC.[O].[V] MOFid-v1.rna.cat0,0.105275,0.492246,0.869577,3.21994,5.66883,[V],"['CCOc1cc(ccc1N=Nc1ccc(c(c1)OCC)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C(=CC(=O)[O-])OCC', '[O]']"
hMOF-1001291,[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)C=CC(=[C]C(=O)[O-])Br.[O].[V] MOFid-v1.rna.cat0,0.128478,0.57048,1.00492,2.69094,4.08428,[V],"['[O-]C(=O)C=CC(=O)[O-]', '[O-]C(=O)C=CC(=[C]C(=O)[O-])Br', '[O]']"
hMOF-6003567,[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003567,0.0172055,0.091558,0.171646,0.902881,3.72397,[V],"['[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-]', '[O]']"
hMOF-6001008,CCc1cccc(c1)c1cc(C(=O)[O-])c(c(c1C(=O)[O-])CC)c1ccc(c(c1CC)CC)CC.[C]#CC#CC(=O)[O-].[O-]C(=O)C#[C].[O].[V] MOFid-v1.cpf.cat0;6001008,0.945659,1.31173,1.58271,2.56784,3.46236,[V],"['CCc1cccc(c1)c1cc(C(=O)[O-])c(c(c1C(=O)[O-])CC)c1ccc(c(c1CC)CC)CC', '[C]#CC#CC(=O)[O-]', '[O-]C(=O)C#[C]', '[O]']"
hMOF-6004316,N#Cc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1)C#N)C(=O)[O-])C#N.[O-]C(=O)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004316,0.0352876,0.207827,0.409999,2.08138,7.49599,[V],"['N#Cc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1)C#N)C(=O)[O-])C#N', '[O-]C(=O)C#CC(=O)[O-]', '[O]']"
hMOF-1000260,[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)c1cc([O])c(c2c1CC2)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0678506,0.319676,0.617092,2.91919,5.33714,[V],"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)c1cc([O])c(c2c1CC2)C(=O)[O-]', '[O]']"
hMOF-1002260,[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.165636,0.707456,1.16079,3.63533,8.79006,[V],"['[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]', '[O]']"
hMOF-6000314,Oc1cc(ccc1C#Cc1c(O)c(O)c(c(c1O)O)C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat1;6000314,0.0061058,0.0422318,0.0936223,0.368587,1.2004,[V],"['Oc1cc(ccc1C#Cc1c(O)c(O)c(c(c1O)O)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O]']"
hMOF-6004675,Cc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1)C)C(=O)[O-])C.[O-]C(=O)C#CC#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat1;6004675,0.570455,2.03888,2.94751,5.12838,6.2631,[V],"['Cc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1)C)C(=O)[O-])C', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]']"
hMOF-1000358,[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat1,0.0972817,0.262238,0.481769,1.36645,1.99966,[V],"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]', '[O]']"
hMOF-6004095,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)c1ccc(cc1)C=Cc1ccc(c(c1)N)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004095,0.0143424,0.0645407,0.135166,0.664965,3.97414,[V],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C=Cc1ccc(c(c1)N)C(=O)[O-]', '[O]']"
hMOF-6003328,[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F.[O-]C(=O)c1ccc(c(c1)F)N=Nc1c(F)cc(cc1F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003328,0.0227201,0.117109,0.239563,1.29538,6.17652,[V],"['[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F', '[O-]C(=O)c1ccc(c(c1)F)N=Nc1c(F)cc(cc1F)C(=O)[O-]', '[O]']"
hMOF-6001943,[O-]C(=O)C#CC=CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001943,0.00709488,0.0335642,0.0734047,0.383942,1.95136,[V],"['[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O]']"
hMOF-6000760,ClC1Cc2c1c(cc(c2C(=O)[O-])Cl)C(=O)[O-].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000760,0.0151447,0.0809225,0.174955,0.966323,5.07257,[V],"['ClC1Cc2c1c(cc(c2C(=O)[O-])Cl)C(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]']"
hMOF-6002519,N#CC(=CC=CC(=O)[O-])C(=O)[O-].N#CC1C(C#N)C2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(C2(C#N)C#N)(C#N)C#N.[O].[V] MOFid-v1.rna.cat0;6002519,0.0288503,0.122073,0.239457,1.10172,4.07402,[V],"['N#CC(=CC=CC(=O)[O-])C(=O)[O-]', 'N#CC1C(C#N)C2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(C2(C#N)C#N)(C#N)C#N', '[O]']"
hMOF-6003321,[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])O)O)O)O.[O-]C(=O)c1ccc(cc1)C#Cc1c(O)cc(cc1O)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003321,0.0139969,0.0725451,0.153796,0.790315,3.55062,[V],"['[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])O)O)O)O', '[O-]C(=O)c1ccc(cc1)C#Cc1c(O)cc(cc1O)C(=O)[O-]', '[O]']"
hMOF-6001280,Oc1c(O)c(O)c2c(c1O)c(C(=O)[O-])c1c(c2C(=O)[O-])c(O)c(cc1O)O.[O-]C(=O)C#CC#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001280,0.553388,1.31213,1.78979,3.33674,6.15087,[V],"['Oc1c(O)c(O)c2c(c1O)c(C(=O)[O-])c1c(c2C(=O)[O-])c(O)c(cc1O)O', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]']"
hMOF-1001520,[O-]C(=O)C=CC=CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0108678,0.0643014,0.124376,0.68256,3.79378,[V],"['[O-]C(=O)C=CC=CC(=O)[O-]', '[O]']"
hMOF-6002427,[O-]C(=O)C#CC12CC(F)C(C(C1F)F)(C(C2(F)F)(F)F)C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(F)c(c(c1)F)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002427,0.0264222,0.136598,0.295297,1.45555,6.48009,[V],"['[O-]C(=O)C#CC12CC(F)C(C(C1F)F)(C(C2(F)F)(F)F)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1cc(F)c(c(c1)F)C#CC(=O)[O-]', '[O]']"
hMOF-1002401,[O-]C(=O)C1=CC2=C([C]=C1F)C(=C(C(=[C]2)F)C(=O)[O-])F.[O-]C(=O)C=CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.187473,0.89664,1.76894,3.97625,5.66772,[V],"['[O-]C(=O)C1=CC2=C([C]=C1F)C(=C(C(=[C]2)F)C(=O)[O-])F', '[O-]C(=O)C=CC(=O)[O-]', '[O]']"
hMOF-6001163,N#CC(=CC(=O)[O-])C=C(C(=O)[O-])C#N.[O-]C(=O)C#CC#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001163,0.0121369,0.0462235,0.102518,0.495547,2.68484,[V],"['N#CC(=CC(=O)[O-])C=C(C(=O)[O-])C#N', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]']"
hMOF-6000097,Oc1cc(C(=O)[O-])c(cc1c1cc(O)c(c(c1O)O)c1ccc(c(c1O)O)C(=O)[O-])O.[O-]C(=O)C#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000097,0.0494097,0.230579,0.472078,1.89565,4.84161,[V],"['Oc1cc(C(=O)[O-])c(cc1c1cc(O)c(c(c1O)O)c1ccc(c(c1O)O)C(=O)[O-])O', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O]']"
hMOF-6004808,[O-]C(=O)C#CC12C3(N)C4C2(C2(C1(C3C42C#CC(=O)[O-])N)N)N.[O-]C(=O)c1ccc(c(c1)N)c1nnc(nn1)c1c2[NH2][NH2]c1cc(c2)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004808,0.0266504,0.106758,0.229977,1.21902,4.91057,[V],"['[O-]C(=O)C#CC12C3(N)C4C2(C2(C1(C3C42C#CC(=O)[O-])N)N)N', '[O-]C(=O)c1ccc(c(c1)N)c1nnc(nn1)c1c2[NH2][NH2]c1cc(c2)C(=O)[O-]', '[O]']"
hMOF-1003151,[O-]C(=O)C1=CC(=c2c(=[C]1)c1ccc3c(c1cc2Cl)cc(c(c3)Cl)C(=O)[O-])Cl.[O-]C(=O)C1=[C]c2c(C(=C1)Cl)c(Cl)cc1c2cc(Cl)c2c1[C]=C(C(=C2)Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.922073,2.68242,3.94024,5.90081,7.80063,[V],"['[O-]C(=O)C1=CC(=c2c(=[C]1)c1ccc3c(c1cc2Cl)cc(c(c3)Cl)C(=O)[O-])Cl', '[O-]C(=O)C1=[C]c2c(C(=C1)Cl)c(Cl)cc1c2cc(Cl)c2c1[C]=C(C(=C2)Cl)C(=O)[O-]', '[O]']"
hMOF-1001117,CCOc1cc(ccc1c1ccc(c(c1[O])OCC)C(=O)[O-])C(=O)[O-].[O-]C(=O)C(=CC=CC(=O)[O-])OCC.[O].[V] MOFid-v1.rna.cat0,0.0436345,0.269593,0.523433,2.42452,6.02428,[V],"['CCOc1cc(ccc1c1ccc(c(c1[O])OCC)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C(=CC=CC(=O)[O-])OCC', '[O]']"
hMOF-1001231,[O-]C(=O)[C]C=C[C]C(=O)[O-].[O-]C(=O)c1cc(F)c(c(c1)F)C#Cc1c(F)cc(c(c1F)F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat1,0.0052699,0.0241851,0.0155274,0.105869,0.517768,[V],"['[O-]C(=O)[C]C=C[C]C(=O)[O-]', '[O-]C(=O)c1cc(F)c(c(c1)F)C#Cc1c(F)cc(c(c1F)F)C(=O)[O-]', '[O]']"
hMOF-6003064,CCC12C3C4(C1C1(C2(C3(C41CC)CC)C(=O)[O-])CC)C(=O)[O-].CCC1=c2ccc3c(c2=[C]C(=C1)C(=O)[O-])cc(c1c3cc(cc1CC)C(=O)[O-])CC.[O].[V] MOFid-v1.rna.cat0;6003064,2.09215,3.00175,3.39251,3.33107,3.47726,[V],"['CCC12C3C4(C1C1(C2(C3(C41CC)CC)C(=O)[O-])CC)C(=O)[O-]', 'CCC1=c2ccc3c(c2=[C]C(=C1)C(=O)[O-])cc(c1c3cc(cc1CC)C(=O)[O-])CC', '[O]']"
hMOF-1003139,Oc1c(O)c(C(=O)[O-])c(c2c1ccc1c2ccc2c1c(O)c(c(c2)O)C(=O)[O-])O.[O-]C(=O)c1ccc2c(c1)c1cc(O)c(c(c1c(c2)O)C(=O)[O-])O.[O].[V] MOFid-v1.rna.cat0,0.443243,1.72627,2.49569,4.71503,7.27111,[V],"['Oc1c(O)c(C(=O)[O-])c(c2c1ccc1c2ccc2c1c(O)c(c(c2)O)C(=O)[O-])O', '[O-]C(=O)c1ccc2c(c1)c1cc(O)c(c(c1c(c2)O)C(=O)[O-])O', '[O]']"
hMOF-6002749,[O-]C(=O)C12C3C4(C2(C2C1(C3(C42C(=O)[O-])N)N)N)N.[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002749,0.0264122,0.131395,0.241039,1.19343,3.1182,[V],"['[O-]C(=O)C12C3C4(C2(C2C1(C3(C42C(=O)[O-])N)N)N)N', '[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-]', '[O]']"
hMOF-6000306,Nc1cc(C(=O)[O-])c(cc1C#Cc1ccc(cc1)C(=O)[O-])N.[O-]C(=O)C#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000306,0.0104132,0.0673533,0.114545,0.644953,3.52741,[V],"['Nc1cc(C(=O)[O-])c(cc1C#Cc1ccc(cc1)C(=O)[O-])N', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O]']"
hMOF-6000566,COc1c(cc(c2c1[C]=C([O])C(=C2O)C(=O)[O-])O)C(=O)[O-].[O-]C(=O)C#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000566,0.0250323,0.153711,0.2857,1.64469,7.17766,[V],"['COc1c(cc(c2c1[C]=C([O])C(=C2O)C(=O)[O-])O)C(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O]']"
hMOF-6002185,N#CC1CC2(C(=O)[O-])C(CC1(C(=O)[O-])C(C2(C#N)C#N)C#N)C#N.N#Cc1cc2cc(C(=O)[O-])c(cc2cc1C(=O)[O-])C#N.[O].[V] MOFid-v1.rna.cat0;6002185,0.0559594,0.247299,0.521535,1.916,3.55255,[V],"['N#CC1CC2(C(=O)[O-])C(CC1(C(=O)[O-])C(C2(C#N)C#N)C#N)C#N', 'N#Cc1cc2cc(C(=O)[O-])c(cc2cc1C(=O)[O-])C#N', '[O]']"
hMOF-1000417,[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0208991,0.112055,0.223887,1.23794,5.88776,[V],"['[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]', '[O]']"
hMOF-6001906,N#CC(=CC#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001906,0.0070157,0.039236,0.0589839,0.35884,1.9566,[V],"['N#CC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]']"
hMOF-1001112,[O-]C(=O)C1=CC(=C([NH2][NH2]1)C(=O)[O-])N.[O-]C(=O)C1=CC=C([C]=C1)c1c(N)c2[NH2][NH2]c(c1N)c2C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0455264,0.249311,0.544938,2.76765,8.33449,[V],"['[O-]C(=O)C1=CC(=C([NH2][NH2]1)C(=O)[O-])N', '[O-]C(=O)C1=CC=C([C]=C1)c1c(N)c2[NH2][NH2]c(c1N)c2C(=O)[O-]', '[O]']"
hMOF-1002301,[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0515603,0.257337,0.554389,3.07155,8.38134,[V],"['[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]', '[O]']"
hMOF-6001597,FC(=C(C#CC(=O)[O-])F)C#CC(=O)[O-].Fc1cc(ccc1C#Cc1cc(F)c(c(c1)F)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat1;6001597,0.487757,1.5419,2.30516,3.94445,5.42463,[V],"['FC(=C(C#CC(=O)[O-])F)C#CC(=O)[O-]', 'Fc1cc(ccc1C#Cc1cc(F)c(c(c1)F)C(=O)[O-])C(=O)[O-]', '[O]']"
hMOF-6003663,CCOC12C3C4(C1C1(C2(C3(C41)OCC)C#CC(=O)[O-])OCC)C#CC(=O)[O-].[CH2]COC(=C(C#CC(=O)[O-])O)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003663,0.0170657,0.0879797,0.182918,0.975398,3.85122,[V],"['CCOC12C3C4(C1C1(C2(C3(C41)OCC)C#CC(=O)[O-])OCC)C#CC(=O)[O-]', '[CH2]COC(=C(C#CC(=O)[O-])O)C#CC(=O)[O-]', '[O]']"
hMOF-6005130,OO[C]1N(C2=CC=C(C=[C]2)C(=O)[O-])C(=O)C2=CC=C3[C]4C2=C1C(=CC4=c1ccc2=C(OO)N(C(=C4c2c1C3=C[C]4O)OO)C1=[C]C(=C(C=[C]1)C(=O)[O-])O)O.[O-]C(=O)c1cc(O)c(c(c1)O)N1C(=O)c2ccc3c4c2c(C1=O)c(O)c(c4c1c2c3ccc3c2c(c(c1)O)C(=O)N(C3=O)c1cc(O)c(cc1O)C(=O)[O-])O.[O].[V] MOFid-v1.rna.cat1;6005130,0.248799,0.938558,1.34664,3.06311,5.81811,[V],"['OO[C]1N(C2=CC=C(C=[C]2)C(=O)[O-])C(=O)C2=CC=C3[C]4C2=C1C(=CC4=c1ccc2=C(OO)N(C(=C4c2c1C3=C[C]4O)OO)C1=[C]C(=C(C=[C]1)C(=O)[O-])O)O', '[O-]C(=O)c1cc(O)c(c(c1)O)N1C(=O)c2ccc3c4c2c(C1=O)c(O)c(c4c1c2c3ccc3c2c(c(c1)O)C(=O)N(C3=O)c1cc(O)c(cc1O)C(=O)[O-])O', '[O]']"
hMOF-6001899,N#CC(=CC#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001899,0.00649602,0.0296218,0.0740546,0.34273,1.74301,[V],"['N#CC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]']"
hMOF-6000112,FC1C(F)c2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000112,0.0211661,0.113138,0.205109,1.18908,6.71972,[V],"['FC1C(F)c2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O]']"
hMOF-1000098,[O-]C(=O)C1=C2[CH]CC2=C(C(=[C]1)Cl)C(=O)[O-].[O-]C(=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.250622,1.05152,1.66596,3.4629,4.51537,[V],"['[O-]C(=O)C1=C2[CH]CC2=C(C(=[C]1)Cl)C(=O)[O-]', '[O-]C(=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-]', '[O]']"
hMOF-1001593,CC(=CC=C(C(=O)[O-])C)C(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0867979,0.405999,0.743861,2.23865,5.47505,[V],"['CC(=CC=C(C(=O)[O-])C)C(=O)[O-]', '[O-]C(=O)C=CC=CC(=O)[O-]', '[O]']"
hMOF-6001473,BrC1Cc2c1c(C(=O)[O-])c(c(c2C(=O)[O-])Br)Br.[O-]C(=O)C#CC=CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001473,0.11777,0.450328,0.701087,1.70499,3.75637,[V],"['BrC1Cc2c1c(C(=O)[O-])c(c(c2C(=O)[O-])Br)Br', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O]']"
hMOF-1001074,[O-]C(=O)C(=CC(=O)[O-])OCCC.[O].[V] MOFid-v1.UNKNOWN,0.000784273,0.00522849,0.00313709,0.0292795,0.212277,[V],"['[O-]C(=O)C(=CC(=O)[O-])OCCC', '[O]']"
hMOF-6003042,[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003042,0.0136138,0.0578587,0.123983,0.533613,2.12133,[V],"['[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-]', '[O]']"
